Ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez
ENSG00000122035	943.3405742311438	2.2888708112868925	0.1448731876539461	8.896544848350935	5.761218831254107e-19	3.337227159567022e-16	RASL11A	387496
ENSG00000124440	197.04362280384095	2.5298872706757827	0.17427099607618746	8.77878307418952	1.6525290859893109e-18	8.590608894704432e-16	HIF3A	64344
ENSG00000125148	3656.252782246999	2.210978682190735	0.10564077113407298	11.463175336479065	2.0197158152735532e-30	2.7298478959237344e-27	MT2A	4502
ENSG00000126803	449.1768481733303	2.458712825028166	0.16443753623975788	8.870923624769542	7.254169540500529e-19	4.0853064795585475e-16	HSPA2	3306
ENSG00000127083	304.4768107809447	1.8129136488733688	0.16842143945101695	4.826663704592036	1.3883927382001664e-6	1.9019104306939306e-4	OMD	4958
ENSG00000127324	26.405747674955748	4.37409615629835	0.6262557421838397	5.387728892564583	7.135357410689035e-8	1.2055186345359123e-5	TSPAN8	7103
ENSG00000127954	286.3841192802472	5.207160328048282	0.49308276058017264	8.532361429748708	1.4339025336006325e-17	6.7606837130742384e-15	STEAP4	79689
ENSG00000128045	124.21610652689672	4.702761213843114	0.7521765666774022	4.922728755296594	8.534570944488772e-7	1.2185203614687702e-4	RASL11B	65997
ENSG00000131386	11496.486207438053	1.6154081703891245	0.15100698355848327	4.075362316940686	4.594275868707304e-5	0.005174686053453993	GALNT15	117248
ENSG00000131831	1017.1759724995393	1.4284740934705464	0.10872731411363604	3.940813740903486	8.120566367027975e-5	0.008851417340060492	RAI2	10742
ENSG00000132518	5.654654454339558	5.8851116546078375	1.324043244788836	3.6895408619277656	2.246591431115824e-4	0.02266039536041901	GUCY2D	3000
ENSG00000133142	3055.9738480542605	1.539090799387226	0.10365378282539728	5.200879164201018	1.983480318345612e-7	3.1172930212510805e-5	TCEAL4	79921
ENSG00000134243	5510.958255979163	2.195711787423026	0.11200765547017581	10.675268421642905	1.3287294286902813e-26	1.2827933541555602e-23	SORT1	6272
ENSG00000134686	2737.98198594824	1.3875489587562821	0.09183423442328577	4.220092443630303	2.4420216009584223e-5	0.0028618234646145117	PHC2	1912
ENSG00000135821	19611.182181345615	2.9227662633761304	0.33821389520066525	5.6850599300047575	1.3076679491296605e-8	2.4101509091504304e-6	GLUL	2752
ENSG00000136237	98.51955608636115	2.6499734139658235	0.36320687713643734	4.542792325339195	5.551393540439282e-6	7.214676451209359e-4	RAPGEF5	9771
ENSG00000136383	68.78624082121992	2.7882290930669655	0.4534169053461541	3.943895942083963	8.016845529953476e-5	0.008785596014825772	ALPK3	57538
ENSG00000136478	3701.528597671657	1.4658308767444719	0.09313760776205698	5.00153362253572	5.687604516350338e-7	8.35294687329075e-5	TEX2	55852
ENSG00000137393	158.28494977948677	2.1248570404962677	0.23417123662803735	4.803566213740481	1.5586431314230098e-6	2.10666205643134e-4	RNF144B	255488
ENSG00000137672	655.4494367844393	1.9543074771163198	0.14999982590639654	6.362057231398591	1.990692344958562e-10	4.586283704737487e-8	TRPC6	7225
ENSG00000138829	15701.275286382366	1.9193229244098209	0.16313428853978795	5.63537520308369	1.746776026743759e-8	3.161976532696694e-6	FBN2	2201
ENSG00000139132	1223.4661408110164	2.2289031054859008	0.11283943456123557	10.890723710769757	1.276220382532428e-27	1.3617943176559182e-24	FGD4	121512
ENSG00000140807	96.22066542699051	2.428244463663356	0.25106689878214744	5.688700782904297	1.2800954029401743e-8	2.3809774494687243e-6	NKD1	85407
ENSG00000141401	627.5272330351917	2.3268683143643694	0.16080404515027283	8.251461044555185	1.564696425719878e-16	6.896229420661915e-14	IMPA2	3613
ENSG00000143127	265.8138545934283	3.818700421466177	0.44626739006297966	6.316169373407245	2.6812618320929547e-10	6.107854200432873e-8	ITGA10	8515
ENSG00000145244	167.01361710735964	1.9272289613863423	0.19808931391542403	4.680863106942915	2.856696532550323e-6	0.00037608224351250163	CORIN	10699
ENSG00000145390	8442.053719625275	2.147508788399572	0.16142398297830043	7.108663577913494	1.1717196908479964e-12	3.4428181177177214e-10	USP53	54532
ENSG00000145675	3495.1850100582747	1.5446111089605663	0.1575620896357176	3.456485695383345	5.472682535839257e-4	0.05020134552500957	PIK3R1	5295
ENSG00000146122	1942.4144335169105	1.6814371358237394	0.12892634533111222	5.285476246717874	1.253781415925999e-7	2.0335331541186965e-5	DAAM2	23500
ENSG00000148175	11193.718773887016	1.4478739182700373	0.08434153562147226	5.310241448295547	1.0948009717120581e-7	1.789999588749215e-5	STOM	2040
ENSG00000149218	2027.1857313468126	1.926431196097627	0.14025613519780988	6.605281079441103	3.96763823764652e-11	1.0182265522790575e-8	ENDOD1	23052
ENSG00000150907	678.868174958036	2.2278452686714156	0.16489167226330798	7.446375258483192	9.593966410145853e-14	3.093549980210859e-11	FOXO1	2308
ENSG00000151726	1460.1780029803213	1.6024903762929499	0.11838120709524788	5.089408961746728	3.59181243757834e-7	5.3941041007009824e-5	ACSL1	2180
ENSG00000152268	1597.83892249109	1.9129571228111084	0.13107186081186334	6.965317476659159	3.2766398699579226e-12	9.100081742948894e-10	NA	NA
ENSG00000152583	997.439773207048	4.574919046146354	0.18405629015043684	19.422965893881834	4.935553459475476e-84	1.0006341083740579e-79	SPARCL1	8404
ENSG00000152779	45.68033529318268	4.1244176149082685	0.45731284156094454	6.832123069721163	8.366702192765645e-12	2.2922502737314957e-9	SLC16A12	387700
ENSG00000154734	30315.135471107835	2.3456038806465727	0.1158080462205813	11.619260703902913	3.289705792290305e-31	5.130422710222588e-28	ADAMTS1	9510
ENSG00000154930	670.0467035304332	1.8985300341722482	0.10868102316882185	8.267589023122266	1.366951644186802e-16	6.158572807609606e-14	ACSS1	84532
ENSG00000156675	1631.8778580831324	1.5472520116914674	0.10944584236435406	5.0002083210216535	5.726840363950943e-7	8.35294687329075e-5	RAB11FIP1	80223
ENSG00000157150	167.61550568307638	2.945320461846554	0.19728425957249557	9.86049503423111	6.174421720587368e-23	5.0072090385275316e-20	TIMP4	7079
ENSG00000157152	49.948908756072036	3.462426160926174	0.4096252794797061	6.011411610274333	1.8391477995529144e-9	3.655576714523116e-7	SYN2	6854
ENSG00000157214	3009.263222957941	1.976772611634006	0.08998229961957038	10.855163912943233	1.8846835536972423e-27	1.9105037183828944e-24	STEAP2	261729
ENSG00000157510	487.9993132816537	1.721387014696486	0.20870863293495967	3.4564311238687164	5.473790753938563e-4	0.05020134552500957	AFAP1L1	134265
ENSG00000157514	2205.7057921980754	3.1901742011477507	0.3388456664923425	6.463633499640008	1.022182727837498e-10	2.46711102668779e-8	TSC22D3	1831
ENSG00000158246	70.30280274766301	2.3523078423160304	0.26884443358787075	5.03007566222878	4.902863205564528e-7	7.255521797782135e-5	TENT5B	115572
ENSG00000162493	1099.6258659463606	1.8912171040765045	0.09577960810746058	9.304873152922044	1.3415236914818769e-20	8.773564942291475e-18	PDPN	10630
ENSG00000162614	5393.101683492233	2.035665024943155	0.09418229666314479	10.996387448984658	3.9774880399310248e-28	4.4799773623089775e-25	NEXN	91624
ENSG00000162616	1467.6358270399212	1.5191181478155087	0.08795653817323927	5.90198475971227	3.5915434956019337e-9	7.001437772099385e-7	DNAJB4	11080
ENSG00000162630	42.64712599757643	2.894291040263753	0.42067864744041855	4.502940788151234	6.7019560959954814e-6	8.492216118138275e-4	B3GALT2	8707
ENSG00000162772	373.51179517353967	1.9191378616783774	0.15902755021564005	5.779739802518709	7.481624405068493e-9	1.4175930204519498e-6	ATF3	467
ENSG00000162878	1588.4403411695966	1.5580969958103237	0.17017917191736975	3.279467102362602	0.0010400333524107077	0.09049629264710167	PKDCC	91461
ENSG00000163083	418.9214765558838	3.4499859153599357	0.20881012603054044	11.733080008780812	8.626161229938823e-32	1.4573899397981642e-28	INHBB	3625
ENSG00000163110	1314.1843253204245	1.6054566318671382	0.12392163021770582	4.885802670635227	1.0300832791240053e-6	1.4502714167333392e-4	PDLIM5	10611
ENSG00000163171	1357.5715410308098	1.505628429707756	0.10330875200784143	4.894342636811423	9.863486332749872e-7	1.3984078455256708e-4	CDC42EP3	10602
ENSG00000163251	54.25825786881489	2.3975755887997736	0.3814995635361064	3.6633740176415754	2.48914668479186e-4	0.02449755334343212	FZD5	7855
ENSG00000163513	13216.647601907487	1.4583819845755601	0.11468719599934077	3.996801740433125	6.420402894265694e-5	0.007191560678361475	TGFBR2	7048
ENSG00000163661	8565.70116426611	2.260267047730506	0.13078424001457006	9.63623023378127	5.621454963664034e-22	4.0703349261901653e-19	PTX3	5806
ENSG00000163884	561.1071661290711	4.459128611551813	0.234863750401774	14.728235437075288	4.2464961783976974e-49	1.229906621726213e-45	KLF15	28999
ENSG00000164442	7510.525871680295	1.549826704358589	0.131674040042614	4.17566518184334	2.9711656215790302e-5	0.0034421378178224717	CITED2	10370
ENSG00000164647	1920.710129862853	1.5673941862643164	0.10938822770182643	5.186976680991082	2.1373548170686345e-7	3.333287043173038e-5	STEAP1	26872
ENSG00000165072	641.0826580678244	2.689813911485295	0.4427353880909584	3.8167581741582595	1.3521657956150197e-4	0.013986637418519852	MAMDC2	256691
ENSG00000165507	18353.574592570254	1.5533936061570184	0.14354006719833454	3.8553249762129083	1.1557599456269016e-4	0.012204102675854063	DEPP1	11067
ENSG00000165995	495.09290669854613	3.2910619105412255	0.13317371150446095	17.203559806655097	2.497081664848707e-66	1.6875277891047563e-62	CACNB2	783
ENSG00000166741	7432.936351634205	2.1873734188660348	0.13446785477734693	8.830165550213456	1.045209060387213e-18	5.727180673051448e-16	NNMT	4837
ENSG00000167549	1996.3871741822013	2.25843430025674	0.320677667081544	3.9242966674593442	8.698349106491772e-5	0.009380336690692244	CORO6	84940
ENSG00000167641	231.67161628976595	2.89652250707478	0.21257877888333432	8.9215043808094	4.599965863382953e-19	2.8260517549765453e-16	PPP1R14A	94274
ENSG00000167642	61.505622746848935	2.106042143560496	0.3076002577183462	3.5957126686585617	0.00032350471681639016	0.03093742749403535	SPINT2	10653
ENSG00000168309	159.52691976402326	4.835849748809672	0.3317036369356483	11.564087099695685	6.265409736931261e-31	9.073208357610314e-28	FAM107A	11170
ENSG00000168481	21.003970662522075	4.758119965996573	0.8048417056423358	4.66939019145045	3.0209512011855937e-6	3.951404171150757e-4	LGI3	203190
ENSG00000168621	218.34851474893125	1.8032863419905927	0.21172153121998677	3.7940701513061863	1.4819777396301147e-4	0.015251582077797433	GDNF	2668
ENSG00000169271	82.82966952547177	2.252732957523589	0.30628473772566434	4.090092659614163	4.31200888083603e-5	0.004883892069836295	HSPB3	8988
ENSG00000169715	554.1946412541968	2.2251805019587017	0.16676528920006178	7.346735689636832	2.031059319998413e-13	6.434015102132473e-11	MT1E	4493
ENSG00000169738	627.4492469720145	2.0981036429816604	0.19953570598670986	5.503293947073312	3.727601407575761e-8	6.5715992119296505e-6	DCXR	51181
ENSG00000170214	201.57641251007485	4.061949240110048	0.48923403900635937	6.258659447181774	3.883007619893224e-10	8.556967009316873e-8	ADRA1B	147
ENSG00000171819	254.88437267982945	5.081572280679816	0.7573015877749416	5.389625938421769	7.060448764849898e-8	1.2028868761224105e-5	ANGPTL7	10218
ENSG00000172403	8014.7816508389005	1.7443576649968526	0.10329200339127902	7.206343575089367	5.747427796231466e-13	1.739154494638757e-10	SYNPO2	171024
ENSG00000173838	47.352455294931325	3.9021613516895024	0.41056489208930597	7.068703163879451	1.5638826648078146e-12	4.529451020901948e-10	MARCH10	162333
ENSG00000174697	115.96536767763111	3.0302823055720984	0.3325501979042965	6.105190489636654	1.0267814717188521e-9	2.0816967557628009e-7	LEP	3952
ENSG00000177283	115.0851705115908	2.48861859716351	0.22425025210357824	6.638202558077556	3.17531319716489e-11	8.25337176401551e-9	FZD8	8325
ENSG00000177575	10.102140018467672	4.368493765463873	0.9509576570186099	3.542212148566729	3.9678621828163863e-4	0.03704538791820965	CD163	9332
ENSG00000178723	34.4926737456492	3.5337607095073973	0.4553088742497124	5.56492713585408	2.622619724923689e-8	4.664122131851129e-6	NA	NA
ENSG00000179094	776.596665468835	3.1917501429981194	0.16396298485792143	13.367347178372807	9.38278869360814e-41	2.1136295330467934e-37	PER1	5187
ENSG00000179300	68.23521029544519	3.6230399636684743	0.7250290549895932	3.617841168732368	2.9707060139063074e-4	0.02868004463139832	RTL3	203430
ENSG00000179593	67.24304763588417	9.505972412474161	1.0545022039606753	8.066339150858113	7.243740846663587e-16	2.9371920385051513e-13	ALOX15B	247
ENSG00000179820	3784.3538348918664	1.498141919309312	0.15100467743578927	3.298850921496346	9.708145329462339e-4	0.08520196218317004	MYADM	91663
ENSG00000180914	568.7034974257142	1.8755797406941024	0.176088813838713	4.972375709771558	6.613737274847562e-7	9.577636393589963e-5	OXTR	5021
ENSG00000182836	24.84827647303866	3.1666387733972856	0.6652754997182644	3.2567541932850816	0.00112693976613477	0.0964032777156807	PLCXD3	345557
ENSG00000185432	3885.649240401704	2.249366490256687	0.16436955689194238	7.600960383911168	2.939410919553636e-14	1.0274761548798348e-11	METTL7A	25840
ENSG00000185950	1974.8830791701741	2.124238506427287	0.15999037233019953	7.026913495188344	2.1115218189655297e-12	6.029435684184106e-10	IRS2	8660
ENSG00000187193	37.38312224084123	3.155800448266304	0.40051639921426335	5.382552256276078	7.343704759199732e-8	1.2304650437026064e-5	MT1X	4501
ENSG00000187288	22.444802441894314	3.6061666896111464	0.6166918699663012	4.226043534113007	2.378359984635371e-5	0.0028034226935172973	CIDEC	63924
ENSG00000189221	2341.7672527559093	3.353580170297529	0.14178245426716665	16.599939551494707	6.976114862040159e-62	3.5358438178250545e-58	MAOA	4128
ENSG00000196569	17178.426043090814	2.0306425281724776	0.13270037017686245	7.766689171995842	8.056422103223058e-15	3.024738920754524e-12	LAMA2	3908
ENSG00000197301	209.3710497953594	2.275820366061496	0.2641368761081017	4.830148614081999	1.3643118248566198e-6	1.8816365943634768e-4	LOC100129940	100129940
ENSG00000197381	1969.048356310049	2.321091018515877	0.13575447408155902	9.731473142625026	2.2136359574365486e-22	1.726125207733407e-19	ADARB1	104
ENSG00000197769	134.645339447369	2.450356010749104	0.27268510470013785	5.318794410659171	1.0445708628607817e-7	1.721758510051991e-5	MAP1LC3C	440738
ENSG00000198431	22734.55334384201	1.5001537723056841	0.15025415561376193	3.3287183989197735	8.724657012766276e-4	0.07724178876717183	TXNRD1	7296
ENSG00000198624	2057.1917305934803	2.9184360089652364	0.16129637144701456	11.893857200596962	1.2738474830177662e-32	2.5825983870702193e-29	CCDC69	26112
ENSG00000205364	52.27067837919313	2.5181501838349765	0.3486126040048608	4.3548344678146185	1.3316750910279545e-5	0.0016362655027576212	MT1M	4499
ENSG00000206538	12754.947681281052	1.366220459801998	0.09796192695736826	3.738395835775794	1.8519819556299584e-4	0.01877354108422089	VGLL3	389136
ENSG00000211445	12285.615149869102	3.7304030380166036	0.16583058789214541	16.465014523089256	6.5446936539139e-61	2.6537423827890083e-57	GPX3	2878
ENSG00000221866	847.4939460219118	2.7531521906761034	0.18186058509904682	9.640088806055932	5.414111746931342e-22	4.0653963539735566e-19	PLXNA4	91584
ENSG00000221869	1963.574298620355	1.4998292285060026	0.11124346474536044	4.493110940495484	7.019019489164987e-6	8.784172908847589e-4	CEBPD	1052
ENSG00000230018	41.51935012530123	2.341403904829635	0.3649955027307263	3.675124473572622	2.3773348122462372e-4	0.023626512737000102	NA	NA
ENSG00000233117	77.63183523617882	3.388948731260283	0.314500615442534	7.596006538488937	3.0540910336973316e-14	1.0494685019860968e-11	LINC00702	100652988
ENSG00000235750	113.61373540685035	2.3556282238900437	0.3923342922354323	3.455288642157635	5.497039906556242e-4	0.05020134552500957	KIAA0040	9674
ENSG00000237697	126.79457251676239	2.024451036159694	0.1998088253341802	5.127156092561476	2.941516301202719e-7	4.51790162807454e-5	NA	NA
ENSG00000246430	2162.538814709049	2.0512072618606525	0.16145647253867246	6.510778077409468	7.476252813475609e-11	1.829210936627666e-8	LINC00968	100507632
ENSG00000249364	8.839060759615387	5.09810727071616	1.159613897772076	3.5340273849681387	4.092786707917496e-4	0.037889113112474566	LOC101928858	101928858
ENSG00000250978	56.31819392822265	6.327383739707804	0.6777973826728162	7.859847021981521	3.8460287893989315e-15	1.4995074553129602e-12	LOC101928819	101928819
ENSG00000253368	1040.1764903490637	1.9890589590637509	0.11447673468887623	8.639825041758971	5.6299169875015665e-18	2.853523425115169e-15	TRNP1	388610
ENSG00000261468	33.183761175835265	2.485648112816796	0.4030894968500109	3.685653246801427	2.281167674082826e-4	0.022787762092368304	NA	NA
ENSG00000261685	48.446710812449865	2.2747267827941418	0.38362041227695975	3.322885701592532	8.90914109761598e-4	0.07853214200568104	NA	NA
ENSG00000264868	18.1834296019139	4.304138610074455	0.7765396928022	4.254951344664985	2.0909447835405894e-5	0.0025083913929882786	NA	NA
ENSG00000268913	72.8570574700598	2.5264034722401276	0.29078121926744804	5.24931932015942	1.526622491110386e-7	2.4180269050603098e-5	NA	NA
